CellId, SiteId, PCI, EARFCN, PlanFlag
LF32C05B,LDF32C05-F38400,323,38400,0
LF32C05C,LDF32C05-F38400,321,38400,0
LD32C06A,LD32C06-F37900,81,37900,0
LD32C06B,LD32C06-F37900,82,37900,0
LD32C06C,LD32C06-F37900,83,37900,0
LF32C06A,LF32C06-F38400,3,38400,0
LF32C06B,LF32C06-F38400,5,38400,0
LF32C06C,LF32C06-F38400,4,38400,0
LD32C07A,LD32C07-F37900,400,37900,0
LD32C07B,LD32C07-F37900,401,37900,0
LD32C07C,LD32C07-F37900,399,37900,0
LF32C07A,LF32C07-F38400,170,38400,0
LF32C07B,LF32C07-F38400,169,38400,0
LF32C07C,LF32C07-F38400,168,38400,0
LD32C08A,LD32C08-F37900,204,37900,0
LD32C08B,LD32C08-F37900,205,37900,0
LD32C08C,LD32C08-F37900,206,37900,0
LF32C08A,LF32C08-F38400,346,38400,0
LF32C08B,LF32C08-F38400,347,38400,0
LF32C08C,LF32C08-F38400,345,38400,0
LD32C09A,LD32C09-F37900,69,37900,0
LD32C09B,LD32C09-F37900,70,37900,0
LD32C09C,LD32C09-F37900,71,37900,0
LF32C09A,LF32C09-F38400,215,38400,0
LF32C09B,LF32C09-F38400,213,38400,0
LF32C09C,LF32C09-F38400,214,38400,0
LF32C10A,LDF32C10-F38355,194,38355,0
LF32C10B,LDF32C10-F38355,192,38355,0
LF32C10C,LDF32C10-F38355,193,38355,0
LD32C11A,LDF32C11-F37900,448,37900,0
LD32C11B,LDF32C11-F37900,447,37900,0
LD32C11C,LDF32C11-F37900,449,37900,0
LD32C11E,LDF32C11-F38098,450,38098,0
LD32C11F,LDF32C11-F38098,452,38098,0
LF32C11A,LF32C11-F38400,340,38400,0
LF32C11B,LF32C11-F38400,339,38400,0
LF32C11C,LF32C11-F38400,341,38400,0
LF32C12A,LF32C12-F38400,287,38400,0
LF32C12B,LF32C12-F38400,285,38400,0
LF32C12C,LF32C12-F38400,286,38400,0
LF32C13A,LF32C13-F38400,398,38400,0
LF32C13B,LF32C13-F38400,397,38400,0
LF32C13C,LF32C13-F38400,396,38400,0
LD32C14A,LD32C14-F37900,474,37900,0
LD32C14B,LD32C14-F37900,475,37900,0
LD32C14C,LD32C14-F37900,476,37900,0
LF32C14A,LF32C14-F38400,195,38400,0
LF32C14B,LF32C14-F38400,197,38400,0
LF32C14C,LF32C14-F38400,196,38400,0
LD32C15A,LDF32C15-F37900,87,37900,0
LD32C15B,LDF32C15-F37900,88,37900,0
LD32C15C,LDF32C15-F37900,89,37900,0
LF32C15A,LDF32C15-F38400,99,38400,0
LF32C15B,LDF32C15-F38400,100,38400,0
LF32C15C,LDF32C15-F38400,101,38400,0
LD32C16A,LD32C16-F37900,222,37900,0
LD32C16B,LD32C16-F37900,223,37900,0
LF32C16A,LF32C16-F38400,491,38400,0
LF32C16B,LF32C16-F38400,489,38400,0
LF32C16C,LF32C16-F38400,490,38400,0
LD32C17A,LD32C17-F37900,147,37900,0
LD32C17B,LD32C17-F37900,149,37900,0
LD32C17C,LD32C17-F37900,148,37900,0
LD32C17D,LD32C17-F38098,267,38098,0
LD32C17E,LD32C17-F38098,269,38098,0
LD32C17F,LD32C17-F38098,268,38098,0
LD32C18A,LD32C18-F37900,165,37900,0
LD32C18B,LD32C18-F37900,166,37900,0
LD32C18C,LD32C18-F37900,167,37900,0
LF32C18A,LF32C18-F38400,89,38400,0
LF32C18B,LF32C18-F38400,88,38400,0
LF32C18C,LF32C18-F38400,87,38400,0
LD32C19A,LDF32C19-F37900,192,37900,0
LD32C19B,LDF32C19-F37900,193,37900,0
LD32C19C,LDF32C19-F37900,194,37900,0
LF32C19A,LDF32C19-F38400,357,38400,0
LF32C19B,LDF32C19-F38400,358,38400,0
LF32C19C,LDF32C19-F38400,359,38400,0
LD32C21A,LD32C21-F37900,268,37900,0
LD32C21B,LD32C21-F37900,267,37900,0
LD32C21C,LD32C21-F37900,269,37900,0
LD32C21E,LD32C21-F38098,109,38098,0
LD32C21F,LD32C21-F38098,108,38098,0
LD32C22A,LDF32C22-F37900,461,37900,0
LD32C22B,LDF32C22-F37900,460,37900,0
LD32C22C,LDF32C22-F37900,459,37900,0
LF32C22A,LDF32C22-F38400,2,38400,0
LF32C22B,LDF32C22-F38400,1,38400,0
LF32C22C,LDF32C22-F38400,0,38400,0
LD32C24A,LDF32C24-F37900,291,37900,0
LD32C24B,LDF32C24-F37900,293,37900,0
LD32C24C,LDF32C24-F37900,292,37900,0
LF32C24A,LDF32C24-F38400,117,38400,0
LF32C24B,LDF32C24-F38400,119,38400,0
LF32C24C,LDF32C24-F38400,118,38400,0
LD32C25A,LDF32C25-F37900,485,37900,0
LD32C25B,LDF32C25-F37900,484,37900,0
LD32C25C,LDF32C25-F37900,483,37900,0
LF32C25A,LDF32C25-F38400,450,38400,0
LF32C25B,LDF32C25-F38400,452,38400,0
LF32C25C,LDF32C25-F38400,451,38400,0
LD32C26A,LDF32C26-F37900,417,37900,0
LD32C26B,LDF32C26-F38098,418,38098,0
LD32C26C,LDF32C26-F37900,419,37900,0
LF32C26A,LDF32C26-F38400,313,38400,0
LF32C26B,LDF32C26-F38400,312,38400,0
LF32C26C,LDF32C26-F38400,314,38400,0
LD32C28A,LD32C28-F37900,131,37900,0
LD32C28B,LD32C28-F38098,130,38098,0
LD32C28C,LD32C28-F38098,129,38098,0
LF32C28A,LF32C28-F38400,109,38400,0
LF32C28B,LF32C28-F38400,108,38400,0
LF32C28C,LF32C28-F38400,110,38400,0
LD32C29A,LDF32C29-F37900,23,37900,0
LD32C29B,LDF32C29-F38098,22,38098,0
LF32C29A,LDF32C29-F38400,223,38400,0
LF32C29B,LDF32C29-F38400,224,38400,0
LD32C30A,LDF32C30-F37900,108,37900,0
LD32C30B,LDF32C30-F37900,110,37900,0
LD32C30C,LDF32C30-F37900,109,37900,0
LF32C30A,LDF32C30-F38355,228,38355,0
LF32C30B,LDF32C30-F38355,230,38355,0
LF32C30C,LDF32C30-F38355,229,38355,0
LD32C32A,LDF32C32-F37900,232,37900,0
LD32C32B,LDF32C32-F37900,233,37900,0
LD32C32C,LDF32C32-F37900,231,37900,0
LF32C32A,LDF32C32-F38400,488,38400,0
LF32C32B,LDF32C32-F38400,486,38400,0
LF32C32C,LDF32C32-F38400,487,38400,0
LD32C35A,LDF32C35-F38098,301,38098,0
LD32C35B,LDF32C35-F38098,300,38098,0
LD32C35C,LDF32C35-F38098,302,38098,0
LF32C35A,LDF32C35-F38400,70,38400,0
LF32C35B,LDF32C35-F38400,71,38400,0
LF32C35C,LDF32C35-F38400,69,38400,0
LD32C37A,LD32C37-F37900,174,37900,0
LD32C37B,LD32C37-F37900,175,37900,0
LD32C37C,LD32C37-F37900,176,37900,0
LF32C37A,LF32C37-F38355,304,38355,0
LF32C37B,LF32C37-F38355,303,38355,0
LF32C37C,LF32C37-F38400,305,38400,0
LD32C38A,LD32C38-F37900,51,37900,0
LD32C38B,LD32C38-F37900,52,37900,0
LD32C38C,LD32C38-F37900,53,37900,0
LF32C38A,LF32C38-F38400,288,38400,0
LF32C38B,LF32C38-F38355,289,38355,0
LF32C38C,LF32C38-F38400,290,38400,0
LD32C40A,LD32C40-F37900,483,37900,0
LD32C40B,LD32C40-F37900,484,37900,0
LD32C40C,LD32C40-F37900,485,37900,0
LF32C40A,LF32C40-F38355,456,38355,0
LF32C40B,LF32C40-F38355,457,38355,0
LF32C40C,LF32C40-F38355,458,38355,0
LF32C41A,LF32C41-F38400,299,38400,0
LF32C41B,LF32C41-F38400,298,38400,0
LF32C41C,LF32C41-F38400,297,38400,0
LF32C42A,LF32C42-F38400,439,38400,0
LF32C42B,LF32C42-F38400,440,38400,0
LF32C42C,LF32C42-F38400,438,38400,0
LD32C43A,LD32C43-F37900,417,37900,0
LD32C43B,LD32C43-F37900,418,37900,0
LD32C43C,LD32C43-F37900,419,37900,0
LF32C43A,LF32C43-F38400,2,38400,0
LF32C43B,LF32C43-F38400,0,38400,0
LF32C43C,LF32C43-F38400,1,38400,0
LF32C44A,LF32C44-F38400,437,38400,0
LF32C44B,LF32C44-F38355,435,38355,0
LF32C44C,LF32C44-F38355,436,38355,0
LD32C45A,LD32C45-F37900,57,37900,0
LD32C45B,LD32C45-F37900,58,37900,0
LD32C45C,LD32C45-F37900,59,37900,0
LF32C45A,LF32C45-F38400,418,38400,0
LF32C45B,LF32C45-F38400,417,38400,0
LF32C45C,LF32C45-F38355,419,38355,0
LF32C46A,LF32C46-F38355,231,38355,0
LF32C46B,LF32C46-F38355,233,38355,0
LF32C46C,LF32C46-F38355,232,38355,0
LD32C47A,LD32C47-F37900,192,37900,0
LD32C47B,LD32C47-F37900,193,37900,0
LD32C47C,LD32C47-F37900,194,37900,0
LF32C47A,LF32C47-F38400,443,38400,0
LF32C47B,LF32C47-F38400,441,38400,0
LF32C47C,LF32C47-F38400,442,38400,0
LD32C48A,LD32C48-F37900,72,37900,0
LD32C48B,LD32C48-F37900,73,37900,0
LD32C48C,LD32C48-F37900,74,37900,0
LF32C48A,LF32C48-F38355,390,38355,0
LF32C48B,LF32C48-F38355,392,38355,0
LF32C48C,LF32C48-F38355,391,38355,0
LF32C50A,LF32C50-F38400,131,38400,0
LF32C50B,LF32C50-F38400,130,38400,0
LF32C50C,LF32C50-F38400,129,38400,0
LD32C51A,LDF32C51-F37900,296,37900,0
LD32C51B,LDF32C51-F37900,295,37900,0
LD32C51C,LDF32C51-F37900,294,37900,0
LF32C51A,LDF32C51-F38400,429,38400,0
LF32C51B,LDF32C51-F38400,431,38400,0
LF32C51C,LDF32C51-F38400,430,38400,0
LD32C53A,LD32C53-F37900,277,37900,0
LD32C53B,LD32C53-F37900,276,37900,0
LD32C53C,LD32C53-F38098,278,38098,0
LF32C53A,LF32C53-F38400,312,38400,0
LF32C53B,LF32C53-F38400,313,38400,0
LF32C53C,LF32C53-F38400,314,38400,0
LD32C54A,LD32C54-F37900,411,37900,0
LD32C54B,LD32C54-F37900,439,37900,0
LD32C54C,LD32C54-F37900,440,37900,0
LD32C54D,LD32C54-F38098,412,38098,0
LD32C54E,LD32C54-F38098,411,38098,0
LD32C54F,LD32C54-F38098,413,38098,0
LD32C55A,LDF32C55-F37900,91,37900,0
LD32C55B,LDF32C55-F37900,92,37900,0
LD32C55C,LDF32C55-F37900,90,37900,0
LF32C55A,LDF32C55-F38400,76,38400,0
LF32C55B,LDF32C55-F38400,77,38400,0
LF32C55C,LDF32C55-F38400,75,38400,0
LD32C57A,LD32C57-F37900,6,37900,0
LD32C57B,LD32C57-F37900,7,37900,0
LD32C57C,LD32C57-F37900,8,37900,0
LF32C57A,LF32C57-F38400,101,38400,0
LF32C57B,LF32C57-F38400,99,38400,0
LF32C57C,LF32C57-F38400,100,38400,0
LD32C58A,LDF32C58-F37900,489,37900,0
LD32C58B,LDF32C58-F37900,490,37900,0
LD32C58C,LDF32C58-F37900,491,37900,0
LF32C58A,LDF32C58-F38400,376,38400,0
LF32C58B,LDF32C58-F38400,375,38400,0
LF32C58C,LDF32C58-F38400,377,38400,0
LD32C59A,LDF32C59-F37900,423,37900,0
LD32C59B,LDF32C59-F37900,424,37900,0
LD32C59C,LDF32C59-F37900,425,37900,0
LF32C59A,LDF32C59-F38400,282,38400,0
LF32C59B,LDF32C59-F38400,284,38400,0
LF32C59C,LDF32C59-F38400,283,38400,0
LD32C63A,LDF32C63-F37900,368,37900,0
LD32C63B,LDF32C63-F37900,367,37900,0
LD32C63C,LDF32C63-F37900,366,37900,0
LF32C63A,LDF32C63-F38400,130,38400,0
LF32C63B,LDF32C63-F38400,129,38400,0
LF32C63C,LDF32C63-F38400,131,38400,0
LD32C64A,LD32C64-F37900,33,37900,0
LD32C64B,LD32C64-F37900,35,37900,0
LD32C64C,LD32C64-F37900,34,37900,0
LF32C64A,LF32C64-F38400,349,38400,0
LF32C64B,LF32C64-F38400,348,38400,0
LF32C64C,LF32C64-F38400,350,38400,0
LD32C65A,LD32C65-F37900,189,37900,0
LD32C65B,LD32C65-F37900,190,37900,0
LD32C65C,LD32C65-F37900,191,37900,0
LF32C65A,LF32C65-F38400,297,38400,0
LF32C65B,LF32C65-F38400,298,38400,0
LF32C65C,LF32C65-F38400,299,38400,0
LF32C66A,LF32C66-F38400,392,38400,0
LF32C66B,LF32C66-F38400,391,38400,0
LF32C66C,LF32C66-F38400,390,38400,0
LD32C67A,LDF32C67-F37900,240,37900,0
LD32C67B,LDF32C67-F37900,242,37900,0
LD32C67C,LDF32C67-F37900,241,37900,0
LF32C67A,LDF32C67-F38400,453,38400,0
LF32C67B,LDF32C67-F38400,455,38400,0
LF32C67C,LDF32C67-F38400,454,38400,0
LD32C69A,LD32C69-F37900,225,37900,0
LD32C69B,LD32C69-F37900,226,37900,0
LD32C69C,LD32C69-F38098,227,38098,0
LF32C69A,LF32C69-F38400,295,38400,0
LF32C69B,LF32C69-F38400,294,38400,0
LF32C69C,LF32C69-F38400,296,38400,0
LF32C70A,LF32C70-F38400,280,38400,0
LF32C70B,LF32C70-F38400,279,38400,0
LF32C70C,LF32C70-F38400,281,38400,0
LD32C71A,LD32C71-F38098,395,38098,0
LD32C71B,LD32C71-F38098,393,38098,0
LD32C71C,LD32C71-F37900,394,37900,0
LF32C71A,LF32C71-F38400,17,38400,0
LF32C71B,LF32C71-F38400,15,38400,0
LF32C71C,LF32C71-F38400,16,38400,0
LD32C72A,LD32C72-F37900,112,37900,0
LD32C72B,LD32C72-F38098,113,38098,0
LD32C72C,LD32C72-F37900,111,37900,0
LD32C72D,LD32C72-F38098,292,38098,0
LD32C72E,LD32C72-F37900,293,37900,0
LD32C72F,LD32C72-F38098,291,38098,0
LF32C72A,LF32C72-F38400,438,38400,0
LF32C72B,LF32C72-F38400,439,38400,0
LF32C72C,LF32C72-F38400,440,38400,0
LD32C73A,LDF32C73-F37900,420,37900,0
LD32C73B,LDF32C73-F37900,422,37900,0
LD32C73C,LDF32C73-F38098,421,38098,0
LF32C73A,LDF32C73-F38400,65,38400,0
LF32C73B,LDF32C73-F38400,63,38400,0
LF32C73C,LDF32C73-F38400,64,38400,0
LD32C74A,LDF32C74-F37900,1,37900,0
LD32C74B,LDF32C74-F37900,2,37900,0
LD32C74C,LDF32C74-F37900,0,37900,0
LF32C74A,LDF32C74-F38400,320,38400,0
LF32C74B,LDF32C74-F38400,318,38400,0
LF32C74C,LDF32C74-F38400,319,38400,0
LD32C75A,LDF32C75-F38098,310,38098,0
LD32C75B,LDF32C75-F38098,309,38098,0
LD32C75C,LDF32C75-F37900,311,37900,0
LF32C75A,LDF32C75-F38400,169,38400,0
LF32C75B,LDF32C75-F38400,170,38400,0
LF32C75C,LDF32C75-F38400,168,38400,0
LD32C76A,LD32C76-F38098,219,38098,0
LD32C76B,LD32C76-F37900,220,37900,0
LD32C76C,LD32C76-F37900,221,37900,0
LF32C76A,LF32C76-F38400,238,38400,0
LF32C76B,LF32C76-F38400,239,38400,0
LF32C76C,LF32C76-F38400,237,38400,0
LD32C77A,LDF32C77-F37900,324,37900,0
LD32C77B,LDF32C77-F37900,326,37900,0
LD32C77C,LDF32C77-F37900,325,37900,0
LF32C77A,LDF32C77-F38400,140,38400,0
LF32C77B,LDF32C77-F38400,138,38400,0
LF32C77C,LDF32C77-F38400,139,38400,0
LD32C80A,LDF32C80-F38098,432,38098,0
LD32C80B,LDF32C80-F37900,433,37900,0
LD32C80C,LDF32C80-F38098,434,38098,0
LF32C80A,LDF32C80-F38400,278,38400,0
LF32C80B,LDF32C80-F38400,277,38400,0
LF32C80C,LDF32C80-F38400,276,38400,0
LD32C82A,LDF32C82-F37900,317,37900,0
LD32C82B,LDF32C82-F37900,316,37900,0
LD32C82C,LDF32C82-F37900,315,37900,0
LD32C82D,LDF32C82-F38098,318,38098,0
LD32C82E,LDF32C82-F38098,319,38098,0
LD32C82F,LDF32C82-F38098,320,38098,0
LF32C82A,LF32C82-F38400,180,38400,0
LF32C82B,LF32C82-F38400,182,38400,0
LF32C82C,LF32C82-F38400,181,38400,0
LD32C83A,LDF32C83-F37900,381,37900,0
LD32C83B,LDF32C83-F37900,382,37900,0
LD32C83C,LDF32C83-F37900,383,37900,0
LD32C83D,LDF32C83-F38098,333,38098,0
LD32C83E,LDF32C83-F38098,334,38098,0
LD32C83F,LDF32C83-F38098,335,38098,0
LF32C83A,LF32C83-F38400,107,38400,0
LF32C83B,LF32C83-F38400,105,38400,0
LF32C83C,LF32C83-F38355,106,38355,0
LD32C84A,LDF32C84-F37900,466,37900,0
LD32C84B,LDF32C84-F37900,465,37900,0
LD32C84C,LDF32C84-F37900,467,37900,0
LD32C84D,LDF32C84-F38098,189,38098,0
LD32C84E,LDF32C84-F38098,191,38098,0
LD32C84F,LDF32C84-F38098,190,38098,0
LF32C84A,LF32C84-F38400,289,38400,0
LF32C84B,LF32C84-F38400,290,38400,0
LF32C84C,LF32C84-F38400,288,38400,0
LD32C86A,LDF32C86-F37900,199,37900,0
LD32C86B,LDF32C86-F37900,198,37900,0
LD32C86C,LDF32C86-F38098,200,38098,0
LF32C86A,LDF32C86-F38400,268,38400,0
LF32C86B,LDF32C86-F38400,267,38400,0
LF32C86C,LDF32C86-F38400,269,38400,0
LD32C89A,LDF32C89-F38098,302,38098,0
LD32C89B,LDF32C89-F38098,301,38098,0
LD32C89C,LDF32C89-F38098,300,38098,0
LF32C89A,LDF32C89-F38400,208,38400,0
LF32C89B,LDF32C89-F38400,209,38400,0
LF32C89C,LDF32C89-F38400,207,38400,0
LD32C90A,LDF32C90-F38098,37,38098,0
LD32C90B,LDF32C90-F38098,36,38098,0
LD32C90C,LDF32C90-F37900,38,37900,0
LF32C90A,LDF32C90-F38400,96,38400,0
LF32C90B,LDF32C90-F38400,97,38400,0
LF32C90C,LDF32C90-F38400,98,38400,0
LD32C91A,LDF32C91-F37900,391,37900,0
LD32C91B,LDF32C91-F37900,392,37900,0
LD32C91C,LDF32C91-F37900,390,37900,0
LF32C91A,LDF32C91-F38400,293,38400,0
LF32C91B,LDF32C91-F38400,292,38400,0
LF32C91C,LDF32C91-F38400,291,38400,0
LD32C92A,LD32C92-F37900,213,37900,0
LD32C92B,LD32C92-F37900,214,37900,0
LD32C93A,LD32C93-F38098,388,38098,0
LD32C93B,LD32C93-F37900,387,37900,0
LD32C93C,LD32C93-F37900,389,37900,0
LF32C93A,LF32C93-F38400,386,38400,0
LF32C93B,LF32C93-F38400,385,38400,0
LF32C93C,LF32C93-F38400,384,38400,0
LD32C94A,LDF32C94-F37900,188,37900,0
LD32C94B,LDF32C94-F37900,187,37900,0
LD32C94C,LDF32C94-F37900,186,37900,0
LF32C94A,LDF32C94-F38400,251,38400,0
LF32C94B,LDF32C94-F38400,250,38400,0
LF32C94C,LDF32C94-F38400,249,38400,0
LD32C95A,LDF32C95-F37900,58,37900,0
LD32C95B,LDF32C95-F37900,57,37900,0
LD32C95C,LDF32C95-F37900,59,37900,0
LF32C95A,LDF32C95-F38400,201,38400,0
LF32C95B,LDF32C95-F38400,202,38400,0
LF32C95C,LDF32C95-F38400,203,38400,0
LF32C96A,LF32C96-F38355,344,38355,0
LF32C96B,LF32C96-F38355,342,38355,0
LF32C96C,LF32C96-F38355,343,38355,0
LF32C97A,LF32C97-F38355,306,38355,0
LF32C97B,LF32C97-F38355,308,38355,0
LD32C99A,LD32C99-F37900,214,37900,0
LD32C99B,LD32C99-F37900,213,37900,0
LD32C99C,LD32C99-F37900,215,37900,0
LD32C99D,LD32C99-F38098,241,38098,0
LD32C99E,LD32C99-F38098,240,38098,0
LD32C99F,LD32C99-F38098,242,38098,0
LF32C99A,LF32C99-F38400,102,38400,0
LF32C99B,LF32C99-F38400,103,38400,0
LF32C99C,LF32C99-F38400,104,38400,0
LD32D01A,LDF32D01-F37900,306,37900,0
LD32D01B,LDF32D01-F37900,308,37900,0
LD32D01C,LDF32D01-F37900,307,37900,0
LD32D01D,LDF32D01-F38098,194,38098,0
LD32D01E,LDF32D01-F38098,192,38098,0
LD32D01F,LDF32D01-F38098,193,38098,0
LF32D01A,LF32D01-F38400,311,38400,0
LF32D01B,LF32D01-F38400,310,38400,0
LF32D01C,LF32D01-F38400,309,38400,0
LF32D02A,LF32D02-F38400,70,38400,0
LF32D02B,LF32D02-F38400,71,38400,0
LF32D02C,LF32D02-F38400,69,38400,0
LD32D03A,LDF32D03-F37900,4,37900,0
LD32D03B,LDF32D03-F37900,3,37900,0
LD32D03C,LDF32D03-F37900,5,37900,0
LF32D03A,LDF32D03-F38400,406,38400,0
LF32D03B,LDF32D03-F38400,405,38400,0
LF32D03C,LDF32D03-F38400,407,38400,0
LD32D04A,LDF32D04-F37900,152,37900,0
LD32D04B,LDF32D04-F37900,150,37900,0
LD32D04C,LDF32D04-F37900,151,37900,0
LF32D04A,LDF32D04-F38400,116,38400,0
LF32D04B,LDF32D04-F38400,114,38400,0
LF32D04C,LDF32D04-F38400,115,38400,0
LD32D05A,LDF32D05-F37900,88,37900,0
LD32D05B,LDF32D05-F37900,89,37900,0
LD32D05C,LDF32D05-F37900,87,37900,0
LF32D05A,LDF32D05-F38355,92,38355,0
LF32D05B,LDF32D05-F38400,90,38400,0
LF32D05C,LDF32D05-F38355,91,38355,0
LD32D07A,LDF32D07-F37900,445,37900,0
LD32D07B,LDF32D07-F37900,446,37900,0
LD32D07C,LDF32D07-F37900,444,37900,0
LD32D07D,LDF32D07-F38098,197,38098,0
LD32D07E,LDF32D07-F38098,195,38098,0
LD32D07F,LDF32D07-F38098,196,38098,0
LF32D07A,LF32D07-F38400,146,38400,0
LF32D07B,LF32D07-F38400,145,38400,0
LF32D07C,LF32D07-F38400,144,38400,0
LD32D08A,LD32D08-F37900,39,37900,0
LD32D08B,LD32D08-F37900,41,37900,0
LD32D08C,LD32D08-F37900,40,37900,0
LD32D09A,LDF32D09-F38098,224,38098,0
LD32D09B,LDF32D09-F37900,222,37900,0
LD32D09C,LDF32D09-F37900,223,37900,0
LF32D09A,LDF32D09-F38400,467,38400,0
LF32D09B,LDF32D09-F38400,465,38400,0
LF32D09C,LDF32D09-F38400,466,38400,0
LF32D12A,LF32D12-F38355,395,38355,0
LF32D12B,LF32D12-F38355,394,38355,0
LF32D12C,LF32D12-F38355,393,38355,0
LD32D13A,LDF32D13-F37900,67,37900,0
LD32D13B,LDF32D13-F37900,68,37900,0
LF32D13A,LDF32D13-F38400,471,38400,0
LF32D13B,LDF32D13-F38400,472,38400,0
LF32D13C,LDF32D13-F38400,473,38400,0
LD32D15A,LDF32D15-F37900,395,37900,0
LD32D15B,LDF32D15-F37900,393,37900,0
LD32D15C,LDF32D15-F37900,394,37900,0
LF32D15A,LDF32D15-F38400,27,38400,0
LF32D15B,LDF32D15-F38400,28,38400,0
LF32D15C,LDF32D15-F38400,29,38400,0
LD32D16A,LDF32D16-F37900,49,37900,0
LD32D16B,LDF32D16-F37900,50,37900,0
LD32D16C,LDF32D16-F37900,48,37900,0
LF32D16A,LDF32D16-F38400,416,38400,0
LF32D16B,LDF32D16-F38355,415,38355,0
LF32D16C,LDF32D16-F38400,414,38400,0
LD32D17A,LD32D17-F37900,177,37900,0
LD32D17B,LD32D17-F37900,178,37900,0
LD32D17C,LD32D17-F37900,179,37900,0
LF32D17A,LF32D17-F38400,18,38400,0
LF32D17B,LF32D17-F38355,19,38355,0
LF32D17C,LF32D17-F38355,20,38355,0
LD32D18A,LD32D18-F37900,66,37900,0
LD32D18B,LD32D18-F37900,67,37900,0
LD32D18C,LD32D18-F37900,68,37900,0
LF32D18A,LF32D18-F38400,313,38400,0
LF32D18B,LF32D18-F38400,312,38400,0
LF32D18C,LF32D18-F38400,314,38400,0
LD32D19A,LD32D19-F37900,237,37900,0
LD32D19B,LD32D19-F37900,238,37900,0
LD32D19C,LD32D19-F38098,239,38098,0
LD32D20A,LDF32D20-F37900,287,37900,0
LD32D20B,LDF32D20-F37900,286,37900,0
LF32D20A,LDF32D20-F38400,261,38400,0
LF32D20B,LDF32D20-F38400,262,38400,0
LD32D21A,LD32D21-F37900,172,37900,0
LD32D21B,LD32D21-F37900,173,37900,0
LD32D21C,LD32D21-F38098,171,38098,0
LD32D22A,LDF32D22-F37900,67,37900,0
LD32D22B,LDF32D22-F37900,66,37900,0
LD32D22C,LDF32D22-F37900,68,37900,0
LF32D22A,LDF32D22-F38400,427,38400,0
LF32D22B,LDF32D22-F38400,426,38400,0
LF32D22C,LDF32D22-F38400,428,38400,0
LF32D23A,LDF32D23-F38400,306,38400,0
LF32D23B,LDF32D23-F38400,307,38400,0
LF32D23C,LDF32D23-F38400,308,38400,0
LD32D24A,LD32D24-F37900,90,37900,0
LD32D24B,LD32D24-F37900,91,37900,0
LD32D24C,LD32D24-F37900,92,37900,0
LF32D24C,LF32D24-F38400,467,38400,0
LD32D25A,LDF32D25-F37900,153,37900,0
LD32D25B,LDF32D25-F37900,155,37900,0
LD32D25C,LDF32D25-F37900,154,37900,0
LF32D25A,LDF32D25-F38400,71,38400,0
LF32D25B,LDF32D25-F38400,69,38400,0
LF32D25C,LDF32D25-F38400,70,38400,0
LF32D26A,LF32D26-F38400,447,38400,0
LF32D26B,LF32D26-F38400,449,38400,0
LF32D26C,LF32D26-F38400,448,38400,0
LD32D27A,LD32D27-F38098,145,38098,0
LD32D27B,LD32D27-F38098,146,38098,0
LD32D27C,LD32D27-F38098,144,38098,0
LD32D27D,LD32D27-F37900,280,37900,0
LD32D27E,LD32D27-F37900,281,37900,0
LD32D27F,LD32D27-F37900,279,37900,0
LD32D28A,LDF32D28-F38098,152,38098,0
LD32D28B,LDF32D28-F37900,151,37900,0
LD32D28C,LDF32D28-F37900,150,37900,0
LF32D28A,LDF32D28-F38355,438,38355,0
LF32D28B,LDF32D28-F38400,440,38400,0
LF32D28C,LDF32D28-F38400,439,38400,0
LD32D29A,LDF32D29-F37900,377,37900,0
LD32D29B,LDF32D29-F37900,376,37900,0
LD32D29C,LDF32D29-F37900,375,37900,0
LF32D29A,LDF32D29-F38355,76,38355,0
LF32D29B,LDF32D29-F38400,75,38400,0
LF32D29C,LDF32D29-F38355,77,38355,0
LD32D30A,LDF32D30-F37900,85,37900,0
LD32D30B,LDF32D30-F37900,86,37900,0
LD32D30C,LDF32D30-F37900,84,37900,0
LD32D30D,LDF32D30-F38098,211,38098,0
LD32D30E,LDF32D30-F38098,210,38098,0
LD32D30F,LDF32D30-F38098,212,38098,0
LF32D30A,LF32D30-F38400,196,38400,0
LF32D30B,LF32D30-F38400,197,38400,0
LF32D30C,LF32D30-F38400,195,38400,0
LD32D31A,LD32D31-F38098,297,38098,0
LD32D31B,LD32D31-F37900,298,37900,0
LD32D31C,LD32D31-F37900,299,37900,0
LD32D31D,LD32D31-F37900,228,37900,0
LD32D31E,LD32D31-F38098,229,38098,0
LD32D31F,LD32D31-F38098,230,38098,0
LF32D31A,LF32D31-F38400,394,38400,0
LF32D31B,LF32D31-F38400,393,38400,0
LF32D31C,LF32D31-F38400,395,38400,0
LD32D32A,LDF32D32-F37900,13,37900,0
LD32D32B,LDF32D32-F37900,12,37900,0
LD32D32C,LDF32D32-F37900,14,37900,0
LD32D32D,LDF32D32-F38098,468,38098,0
LD32D32E,LDF32D32-F38098,469,38098,0
LD32D32F,LDF32D32-F38098,470,38098,0
LF32D32A,LF32D32-F38355,13,38355,0
LF32D32B,LF32D32-F38400,12,38400,0
LF32D32C,LF32D32-F38355,14,38355,0
LD32D33A,LDF32D33-F37900,75,37900,0
LD32D33B,LDF32D33-F37900,76,37900,0
LD32D33C,LDF32D33-F37900,77,37900,0
LF32D33A,LDF32D33-F38400,78,38400,0
LF32D33B,LDF32D33-F38400,79,38400,0
LF32D33C,LDF32D33-F38355,80,38355,0
LF32D34A,LF32D34-F38355,113,38355,0
